USER NAME,TITLE,URL,DATE,TEXT,FORUM CATEGORY
Walter Bellante,Transitioning to the new Explore dashboard builder: Your questions answered,https://support.zendesk.com/hc/en-us/community/posts/6280637453210-Transitioning-to-the-new-Explore-dashboard-builder-Your-questions-answered,10/26/2023,"Hello, Zendesk community! Following the announcementregarding the transition to the new Explore dashboard builder, we've revised our plan and put together this post to give you a comprehensive overview and address any concerns you might have.Connect with us liveBefore we delve into the transition details, we invite you to join us at our PM Roundtable on November 2, 2023. This live session provides an excellent opportunity for you to connect with our product team, ask questions, share your feedback, and learn more about the exciting features and improvements the New Dashboard Builder brings to your Zendesk experience. We look forward to seeing you there!Why is Zendesk making this change?The move is driven by our commitment to simplifying how dashboards are built. Many of you shared how the classic experience has a steep learning curve. With the new dashboard builder, we want to provide a flexible, user-tailored experience that gives control and visibility to editors. This new experience represents our commitment to empowering you to create dashboards you're proud to share.Transition processThe transition will take place using a phased approach over a 12-month period to help you prepare and adapt to the new interface gradually – starting with the General Availability (GA) of the new dashboard builder, currently planned to launch no sooner than Q1 2024.You can rest assured that Zendesk will notify account owners and administrators via email before the GA date, with reminders along the way. We will also share a detailed timeline with more information about what you can expect in each phase to guide you through this change. In the meantime, here is a high-level overview of the transition plan:Phase 1 - Beta dashboard builder GA release (4 months): The GA release of our new dashboard builder will include a host of exciting features like tabs, exports, schedules, and the ability to link filters across different datasets.During this phase, while users have the option to continue using the classic builder, it's important to note that our primary focus will be on the development and improvement of the new dashboard builder. As a result, there will be certain limitations for those continuing with the classic experience:Only highly impactful bugs will be fixed in the classic builderNo enhancements will be made to the classic builderPhase 2 - Transitionary period (4 months): Following the GA release of the new dashboard builder, there will be a transitionary period of approximately four months.During this time, you’ll still be able to edit your dashboards using the classic builder, but you won’t be able to create brand-new dashboards with it. This transitionary period will enable you to gradually adapt to the new interface and take advantage of its enhanced capabilities at your own pace.At this stage, you’ll also know how your shared dashboards are being used and will be able to identify the relevant dashboards you want to rebuild using the new dashboard builder.Phase 3 - View-only access to classic dashboards (4 months): After the transitionary period concludes, dashboards built with the classic builder will remain accessible to all users who have access, but the capabilities will be limited to view-only mode, as edit access to the classic builder will be removed. View-only mode for dashboards built in the classic builder will remain in place for another four months.Retirement of the classic view-only experience: In order to be transparent about our future plans, four (4) months after the start of the ""View-only access to classic dashboards"" phase, we will fully retire the classic dashboard. This means that the classic dashboard will no longer be available for use after this period.This phased approach is represented in the visual below.Your questions answeredFollowing the original announcement, you also raised a number of questions. We've addressed the most common questions below:Has phase 1 already started?No, this plan is set to start after the general availability (GA) of the beta builder.When is the GA of the beta builder planned?While we don’t have yet a firm date, it won’t be earlier than Q1 2024.Will there be a tool to help in migrating dashboards built with the classic builder?Yes, we are developing a tool that will allow you to quickly import reports from an existing dashboard built with the classic builder. While we don’t have an ETA yet, this tool will be available before the beginning of phase 3.What is the timeframe for accessing existing dashboards created with the classic builder?You will be able to access the existing dashboards created with the classic builder until the end of phase 3, which marks the retirement of the classic view-only experience. This phase is expected to occur approximately one year after the GA of the new dashboard builder.What features will be available at GA?Many of the features you’ve requested will be available, including:Exports in CSV, Excel, and PDF formatScheduled dashboards and dashboard restrictionsTabsLinked filters across different datasetsExcluding reports from being filteredClick hereto learn more about what features will be available at each stage.Will bookmarks be available?Bookmarks or a similar feature will be available post-GA.We recognize that bookmarks serve many important use cases. At the same time, they introduced some inconsistencies when applied across different tabs, as one bookmark could potentially override another one, causing the exposure of unnecessary data.We are working on preventing these behaviors from happening in the future while supporting the same functionalities. At the same time, some of the most important use cases will be served before the GA through dashboard restrictions or other features.You can find a more detailed answer here.Are existing reports compatible with the new builder?Yes, all existing reports are compatible with the new builder.Will you delete existing reports after the retirement of the classic view-only experience?No, we won’t. Your existing reports will be accessible via the report builder and new dashboard builder and won’t be impacted by this plan.Can you provide some guidance on how to migrate dashboards?A future article will guide you through the steps you can take to simplify this transition.At a very high level, you will be able to:Identify your most-used dashboardsDetermine whether any of them are similar enough that they would be good candidates to be combined into a single dashboard with dashboard restrictionsUse the importer tool to quickly import reports from an existing dashboardWill Professional Services be available to rebuild dashboards?Yes, they will be available as a paid service. We will share more details about their availability and pricing after the GA.How is this different from migrating from Insights?It is very different as you won’t have to rebuild any reports. Instead, you can quickly import the existing ones to a new dashboard.Your feedback matters: Join the roundtablePlease share your thoughts in the comments below. We'll incorporate your feedback into continuous improvements to the new dashboard builder.If you're interested in participating in a deeper conversation about this change, please join our PM Roundtable on November 2, 2023, where we’ll walk through the plan, show some of the new features, and answer your questions.We're excited about the improvements the new dashboard builder brings and look forward to supporting you through this transition. Thank you for being a valued member of our Zendesk community.",Feedback - Reporting and analytics (Explore)
Shawna James,Product feedback guidelines & how to write a good feedback post,https://support.zendesk.com/hc/en-us/community/posts/6207787565338-Product-feedback-guidelines-how-to-write-a-good-feedback-post,09/29/2023,"Welcome to the Product Feedback Topic for Zendesk's Reporting & Analytics (Explore)!No one knows our products better than you, our users. We love hearing about how you use our tools and what would make them better. This guide is here to help you understand how the product feedback process works, and how to write an effective feedback post. You may also want to check out this short video on giving product feedback at Zendesk.This topic is for product feedback about the ticketing system. Don't worry, if your post should be in another topic, the Zendesk Community Team will move your post to the correct topic.Here are a few guidelines on how to use the Product Feedback topic, so that our Product team can effectively use and apply your feedback to our product planning process:Follow the Community Code of ConductFeedback and constructive criticism are welcome. Disparaging, harassing, mean, or snarky remarks about Zendesk, its employees, vendors, partners, or other community members will not be tolerated. We’re all friends and professionals, so let’s keep it polite. We don’t like having to remove comments, but we reserve the right to do so without warning in order to maintain a positive community experience for everyone.If it's a bug, contact supportThis topic is for sharing ideas about the product. If you're reporting an actual bug, you should contact Zendesk Customer Support so they can assist further.SEARCH before you postWe receive hundreds of feedback posts every month, so there's a good chance someone has already made a suggestion similar to yours. Keeping conversations in existing threads makes them easier for others to find, and helps keep the Community organized. Here's how to filter your search:Vote for suggestions you likeVotes do matter! See a post or comment you like or agree with? Use that up arrow! Feel like making a post that just says ""+1""? Please use the upvote button instead. Post a comment to share your detailed use case.Use the template: Give details, examples, and tell us about the problem you’re trying to solveOur Product Managers are problem solvers! The most helpful Product Feedback posts are the ones that describe the nature and scope of a problem. Please use the template that is auto populated in the description box. Crafted with our PM’s, this template is meant to address the essential questions and provide the most comprehensible information available. Try to share the following information in your post or comment:Feature Request SummaryUse CaseProduct limitation or missing featureBusiness impact of limitation or missing featureOther necessary information or resourcesHere is a template for feature requests that will auto populate when you create a new post with product feedback.It's much easier for us to address a suggestion if we clearly understand the context of the issue, the problem, and why it matters to you.Rest assured we will read your post, but we may not respondOnce you post in our community, your feedback will be logged and acknowledged by a product feedback specialist to let you know it has been received.Our Product Managers dedicate time each week in the community to read your comments, answer your questions, ask you questions about your feedback, and lead conversations around areas they’re focused on.That said, we simply can't respond to everything. (Remember what we said about hundreds of post per month? ...yeah. There just aren’t enough hours in the day!)Zendesk team members may engage in conversations, ask follow-up questions, or even start threads on topics they’re exploring. If your post or comment doesn’t receive a response, don’t worry. We’ve seen it, and we’ll let you know if and when we have any updates to share.Posts are not guaranteed a response, or inclusion in any product backlogs or roadmaps. This forum is simply for sharing your challenges and how you use the product, but it is not a case/resolution system.Our product teams have also committed to providing updates each quarter following their regular roadmap planning meetings. We’ll let you know what we’re incorporating into our roadmap, and what we aren’t.We don’t share timelinesOccasionally, we’ll share very general ideas of what is or isn’t on a roadmap, or roughly when you might expect to see something roll out. However, we do not share specific dates. Any timelines we share are not guaranteed and are subject to change without notice.There are situations where we aren't ready to share what we're up to or it's not reasonable for us to give specifics. While we are as up front as we can be, our roadmap is full of projects and we generally don’t provide timelines for new features or changes. If we do provide a timeline, know that it is subject to change.Post maintenance and archivingRequests that have been inactive (have not received a new comment) for 6+ months will be archived. These are retained internally and remain visible to product managers. This helps to keep the community navigable and helps us prioritize the requests that are most important to the largest number of users.This doesn't mean your idea was bad, or that it will never happen. It just means that it wasn't something that came up for a lot of users. Since we keep records, if the idea pops up again, we’ll aggregate those ideas behind the scenes and know when something keeps coming up.This also means that if there's an idea you like, be sure to stay active in that conversation!Comments that turn disparaging, mean, or are otherwise unhelpful to the conversation may be removed without warning. You're allowed to express frustration or dissatisfaction, just remember there are real people on the other side of the screen. Your boss and your neighbor can see these comments if they Google your name. So keep it civil and professional.Thank you for reading this and for understanding how we address suggestions. We value all feedback and we're happy to have a place to engage in these conversations.",Feedback - Reporting and analytics (Explore)
Shawna James,Product Feedback + Feature Request Post Template,https://support.zendesk.com/hc/en-us/community/posts/6207808858778-Product-Feedback-Feature-Request-Post-Template,09/29/2023,"We have launched a new feedback form for your product feedback and feature requests. This format is meant to help our PM’s get the most information from you to better understand and log your requests. This format will be rolled out at the end of 2023 and will be enforced as a requirement for all new posts to be logged and/or responded to by product managers.Example:TITLE: Pizza Order ButtonPlease give a quick overview of your product feature request or feedback and note who in your org is affected by this issue [ex. agents, admins, customers, etc.]. (2-3 sentences)I would like to be able to order a pizza from my favorite restaurant directly by opening a Z2 ticket. This feature is currently affecting my agents because they are hungry and my customers because they are dealing with hungry and grumpy agents.What problem do you see this solving? (1-2 sentences)Agent team is working late and they are hungry, but the ticket queue is too high for any of them to leave and get pizza. This button would allow for a quick click, confirmation, and order without having to leave your desk. Customizable order templates for each employee would also be amazing!When was the last time you were affected by this lack of functionality, or specific tool? What happened? How often does this problem occur and how does this impact your business? (3-4 sentences)This problem happens on a daily basis. This is critical for our business as our agents get very hungry which affects their productivity and our customer satisfaction score.Are you currently using a workaround to solve this problem? (If yes, please explain) (1-2 sentences)Yes, my agents have to manually order pizza on their phones using a third party app.What would be your ideal solution to this problem? How would it work or function? (1-2 sentences)I would like to see an option to order pizza in the upper right hand corner of my screen, represented by a pizza emoji which, when I click it, will take me directly to an order form for my nearest pizza shop. It would be great if the system could remember my previous order and use that data to speed up the ordering process.",Feedback - Reporting and analytics (Explore)
David Hunter,Knowledge Capture- Link to Article ,https://support.zendesk.com/hc/en-us/community/posts/6520685401498-Knowledge-Capture-Link-to-Article-,12/21/2023,"I was experiencing missing KC articles for a variety of reasons, all turned out to be related to my method of input. KC articles need to be added directly via a ticket.I suggest modifying the system to utilize a simple tag.i.e. any article tagged:knowledge_capture_brandAwould appear in Brand A's KC.Thank you, Davidreference: https://support.zendesk.com/hc/en-us/requests/12182281",Feedback - Reporting and analytics (Explore)
Amanda Rice,Account Storage Usage - filters & enhancements,https://support.zendesk.com/hc/en-us/community/posts/6491110697498-Account-Storage-Usage-filters-enhancements,12/13/2023,"We are a government entity and individual departments will need to be billed separately if we reach our storage limits and are required to purchase additional storage. To determine how much storage a particular department is consuming, we need the ability to filter storage usage by Group.Will any further enhancements be made to the overall account Storage Usage dashboard? (if so, can you please share)Is account storage usage going to be added to Explore reporting?",Feedback - Reporting and analytics (Explore)
Atanas Tomov,Product Feedback: Dashboards header and logo in Beta builder,https://support.zendesk.com/hc/en-us/community/posts/6485265924634-Product-Feedback-Dashboards-header-and-logo-in-Beta-builder,12/12/2023,"Hello,Currently it is not possible for admins to customize the dashboard header or add a logo in Beta builder and it will be great if we have this functionality (same as in legacy builder).As a company managing several Zendesk instances and different brands within them, it will beneficial to be able to customize the dashboard header and adding a logo to differentiate the brands and prevent confusion for stakeholders viewing them.As our organization grows, having to set up new instances and brands and more scheduled deliveries for dashboards - it will be ideal to have this.",Feedback - Reporting and analytics (Explore)
Jamie Berges,Feature Request: Build Reports with information out of two datasets,https://support.zendesk.com/hc/en-us/community/posts/6485073595418-Feature-Request-Build-Reports-with-information-out-of-two-datasets,12/12/2023,"We're want to build up a report with information out of two different datasets. In particular we want to count incoming emails (public comments from enduser) by filtering after email address received:Metric --> COUNT (Öffentliche Kommentare) – (total number of public comments, for tickets received by email)Filter --> Ticket Creation Date, Requester (Enduser)Rows --> Email Address of Comment (at the moment there is the possibility to use the email address of ticket only) – (filtered to the specific email addresses)This is already discussed with Premier Support, but at the moment there is no possibility to build a report like this.",Feedback - Reporting and analytics (Explore)
Atanas Tomov,Product Feedback: Report headers in Beta Builder,https://support.zendesk.com/hc/en-us/community/posts/6484995690138-Product-Feedback-Report-headers-in-Beta-Builder,12/12/2023,"Hello,While using the Beta Builder, we noticed that admins cannot customize the font size or header positioning (left to right, center, right to left) of report headers as in legacy builder and we would very much like to see more styling options added to the builder in the future.This will contribute to the new dashboard UI and provide a more aesthetic look and feel.Dashboards are viewed by stakeholders every day, so such customization will be highly appreciated as we would like to present them in the most professional way.I believe this can be added in the right side panel as additional customization options.",Feedback - Reporting and analytics (Explore)
Amsi B,Timestamp for Dataset Refreshes,https://support.zendesk.com/hc/en-us/community/posts/6471024986010-Timestamp-for-Dataset-Refreshes,12/08/2023,"Since dataset refreshes aren't consistent as they happen ""randomly within the hour"" it would be really helpful to create a timestamp that we can add to reports.We have hourly reports, and it often happens that 2 reports in a row will be identical because the data hasn't refreshed. It would give us a clearer picture of the data.",Feedback - Reporting and analytics (Explore)
Manny,Beta dashboard builder - Adding Explosion to widget breaks it ,https://support.zendesk.com/hc/en-us/community/posts/6468095974170-Beta-dashboard-builder-Adding-Explosion-to-widget-breaks-it-,12/07/2023,"In the Beta dashboard when adding an Explosion to widgets it breaks the widget and creates the error ""Unable to load the widget content.""This has been reviewed internally by Zendeks Advocacy. Since the dashboard builder is in the Beta phase. We collect feedback to know where improvements are needed.",Feedback - Reporting and analytics (Explore)
