USER NAME,TITLE,URL,DATE,TEXT,FORUM CATEGORY
Shawna James,Product feedback guidelines & how to write a good feedback post,https://support.zendesk.com/hc/en-us/community/posts/6207824610202-Product-feedback-guidelines-how-to-write-a-good-feedback-post,09/29/2023,"Welcome to the Product Feedback Topic for Zendesk's Help Center (Guide)!No one knows our products better than you, our users. We love hearing about how you use our tools and what would make them better. This guide is here to help you understand how the product feedback process works, and how to write an effective feedback post. You may also want to check out this short video on giving product feedback at Zendesk.This topic is for product feedback about the ticketing system. Don't worry, if your post should be in another topic, the Zendesk Community Team will move your post to the correct topic.Here are a few guidelines on how to use the Product Feedback topic, so that our Product team can effectively use and apply your feedback to our product planning process:Follow the Community Code of ConductFeedback and constructive criticism are welcome. Disparaging, harassing, mean, or snarky remarks about Zendesk, its employees, vendors, partners, or other community members will not be tolerated. We’re all friends and professionals, so let’s keep it polite. We don’t like having to remove comments, but we reserve the right to do so without warning in order to maintain a positive community experience for everyone.If it's a bug, contact supportThis topic is for sharing ideas about the product. If you're reporting an actual bug, you should contact Zendesk Customer Support so they can assist further.SEARCH before you postWe receive hundreds of feedback posts every month, so there's a good chance someone has already made a suggestion similar to yours. Keeping conversations in existing threads makes them easier for others to find, and helps keep the Community organized. Here's how to filter your search:Vote for suggestions you likeVotes do matter! See a post or comment you like or agree with? Use that up arrow! Feel like making a post that just says ""+1""? Please use the upvote button instead. Post a comment to share your detailed use case.Use the template: Give details, examples, and tell us about the problem you’re trying to solveOur Product Managers are problem solvers! The most helpful Product Feedback posts are the ones that describe the nature and scope of a problem. Please use the template that is auto populated in the description box. Crafted with our PM’s, this template is meant to address the essential questions and provide the most comprehensible information available. Try to share the following information in your post or comment:Feature Request SummaryUse CaseProduct limitation or missing featureBusiness impact of limitation or missing featureOther necessary information or resourcesHere is a template for feature requests that will auto populate when you create a new post with product feedback.It's much easier for us to address a suggestion if we clearly understand the context of the issue, the problem, and why it matters to you.Rest assured we will read your post, but we may not respondOnce you post in our community, your feedback will be logged and acknowledged by a product feedback specialist to let you know it has been received.Our Product Managers dedicate time each week in the community to read your comments, answer your questions, ask you questions about your feedback, and lead conversations around areas they’re focused on.That said, we simply can't respond to everything. (Remember what we said about hundreds of post per month? ...yeah. There just aren’t enough hours in the day!)Zendesk team members may engage in conversations, ask follow-up questions, or even start threads on topics they’re exploring. If your post or comment doesn’t receive a response, don’t worry. We’ve seen it, and we’ll let you know if and when we have any updates to share.Posts are not guaranteed a response, or inclusion in any product backlogs or roadmaps. This forum is simply for sharing your challenges and how you use the product, but it is not a case/resolution system.Our product teams have also committed to providing updates each quarter following their regular roadmap planning meetings. We’ll let you know what we’re incorporating into our roadmap, and what we aren’t.We don’t share timelinesOccasionally, we’ll share very general ideas of what is or isn’t on a roadmap, or roughly when you might expect to see something roll out. However, we do not share specific dates. Any timelines we share are not guaranteed and are subject to change without notice.There are situations where we aren't ready to share what we're up to or it's not reasonable for us to give specifics. While we are as up front as we can be, our roadmap is full of projects and we generally don’t provide timelines for new features or changes. If we do provide a timeline, know that it is subject to change.Post maintenance and archivingRequests that have been inactive (have not received a new comment) for 6+ months will be archived. These are retained internally and remain visible to product managers. This helps to keep the community navigable and helps us prioritize the requests that are most important to the largest number of users.This doesn't mean your idea was bad, or that it will never happen. It just means that it wasn't something that came up for a lot of users. Since we keep records, if the idea pops up again, we’ll aggregate those ideas behind the scenes and know when something keeps coming up.This also means that if there's an idea you like, be sure to stay active in that conversation!Comments that turn disparaging, mean, or are otherwise unhelpful to the conversation may be removed without warning. You're allowed to express frustration or dissatisfaction, just remember there are real people on the other side of the screen. Your boss and your neighbor can see these comments if they Google your name. So keep it civil and professional.Thank you for reading this and for understanding how we address suggestions. We value all feedback and we're happy to have a place to engage in these conversations.",Feedback - Help Center (Guide)
Shawna James,Product Feedback + Feature Request Post Template,https://support.zendesk.com/hc/en-us/community/posts/6207832610074-Product-Feedback-Feature-Request-Post-Template,09/29/2023,"We have launched a new feedback form for your product feedback and feature requests. This format is meant to help our PM’s get the most information from you to better understand and log your requests. This format will be rolled out at the end of 2023 and will be enforced as a requirement for all new posts to be logged and/or responded to by product managers.Example:TITLE: Pizza Order ButtonPlease give a quick overview of your product feature request or feedback and note who in your org is affected by this issue [ex. agents, admins, customers, etc.]. (2-3 sentences)I would like to be able to order a pizza from my favorite restaurant directly by opening a Z2 ticket. This feature is currently affecting my agents because they are hungry and my customers because they are dealing with hungry and grumpy agents.What problem do you see this solving? (1-2 sentences)Agent team is working late and they are hungry, but the ticket queue is too high for any of them to leave and get pizza. This button would allow for a quick click, confirmation, and order without having to leave your desk. Customizable order templates for each employee would also be amazing!When was the last time you were affected by this lack of functionality, or specific tool? What happened? How often does this problem occur and how does this impact your business? (3-4 sentences)This problem happens on a daily basis. This is critical for our business as our agents get very hungry which affects their productivity and our customer satisfaction score.Are you currently using a workaround to solve this problem? (If yes, please explain) (1-2 sentences)Yes, my agents have to manually order pizza on their phones using a third party app.What would be your ideal solution to this problem? How would it work or function? (1-2 sentences)I would like to see an option to order pizza in the upper right hand corner of my screen, represented by a pizza emoji which, when I click it, will take me directly to an order form for my nearest pizza shop. It would be great if the system could remember my previous order and use that data to speed up the ordering process.",Feedback - Help Center (Guide)
Rika N,Automatic Archive,https://support.zendesk.com/hc/en-us/community/posts/6533710697498-Automatic-Archive,12/26/2023,"Hi,We would like to automate the process of moving articles to the archive triggered by the publication end date and publication end time.It would be great if you could consider this feature in future releases.Thank you!",Feedback - Help Center (Guide)
John Hazlewood,Suggestion: Gray Out Save,https://support.zendesk.com/hc/en-us/community/posts/6521932984986-Suggestion-Gray-Out-Save,12/21/2023,"I applaud you for moving forward with the new layout. I minor annoyance, but I don't know if what I've worked on has been saved, like it used to. Can the save button reflect that, please?",Feedback - Help Center (Guide)
Kyle Pinkley,Add CSAT link/button next to tickets on My Requests page ,https://support.zendesk.com/hc/en-us/community/posts/6518579432090-Add-CSAT-link-button-next-to-tickets-on-My-Requests-page-,12/20/2023,I would like to see an option for customers to click a CSAT link/button on the next to tickets that haven't received CSAT feedback on the My Requests page. This opens the possibility to customers leaving more feedback as they will be able to see which tickets they didn't leave feedback on.Internal ticket: 12190944,Feedback - Help Center (Guide)
Tobias Grnbæk Melander,Update to Article Editor UI Leaves too little space to work with,https://support.zendesk.com/hc/en-us/community/posts/6515938437146-Update-to-Article-Editor-UI-Leaves-too-little-space-to-work-with,12/20/2023,"The update to the UI where the toolbar, with the preview and 'Save' buttons, has been moved to the bottom has left too little vertical space to work in and view the article.The bar is very intruding visually and annoying for the eye while working. There also wasn't a space problem on the right-hand side menu after you added the 'Article settings' button, which moved everything into that settings area. The 'Save' and 'Preview' buttons were not located inside the article settings and thus did not take up any space. Please revert this change.",Feedback - Help Center (Guide)
Katerina Papaefthymiou,Guide Feedback - view published/draft article,https://support.zendesk.com/hc/en-us/community/posts/6512925079194-Guide-Feedback-view-published-draft-article,12/19/2023,"When it comes to viewing a published/draft version of an article, I would like to:Quickly see if there is a draft version of the article that is not published yet. After the recent UI changes, there is no way to quickly see if there is a draft version of the article unless you click the ""View"" button. This is time-consuming and will result in draft versions not being published on time.To be able to reload the preview of an article after a change directly from the preview link (by refreshing the page). This is not possible anymore (it changed some months ago) and requires us to go back to the editor every time we change something and reclick the Preview button. This is really not ideal, think of how many clicks I have to do just to preview changes.Both issues affect me on a daily basis when I manage/create articles and it affects my productivity when it comes to article creation/management.",Feedback - Help Center (Guide)
Julia McKellow,Updates to UI leave only a small vertical area to actual write in...,https://support.zendesk.com/hc/en-us/community/posts/6510721413402-Updates-to-UI-leave-only-a-small-vertical-area-to-actual-write-in-,12/18/2023,"With the changes to the UI, and the tool bar at the foot of the page, there is such a short vertical space to use now. this does make it very difficult to create, edit and format content. If the Header section could be floating, that would allow a better view of your work without having to go to the view and back all the time...Please consider???",Feedback - Help Center (Guide)
Dborah M,Feedback following new Guide interface release,https://support.zendesk.com/hc/en-us/community/posts/6509325144346-Feedback-following-new-Guide-interface-release,12/18/2023,"Hello,I'm having an issue with the new Guide interface that was released a few days ago. I can't delete the table in my article, as the option is hidden by the bar at the bottom. I have to open the HTML code and delete it from there, which takes longer and can lead to mistakes.Also, the fact that the Save button is now always in the same state (blue and clickable), whether you have updated content or not, is confusing.Another feedback, not linked to the latest release but to an older one, is that we used to be able to reload the preview of an article directly from the preview. This is not possible anymore and requires us to go back to the editor and reclick the Preview button. This is really not ideal...Thanks in advance for taking this into account.",Feedback - Help Center (Guide)
Lorrie McConnell,Follow article feature to notify users of article content updates,https://support.zendesk.com/hc/en-us/community/posts/6501368484250-Follow-article-feature-to-notify-users-of-article-content-updates,12/15/2023,new post for today's post after closed comments on this issue.We do not use comments so that workaround does not help.,Feedback - Help Center (Guide)
