USER NAME,TITLE,URL,DATE,TEXT,FORUM CATEGORY
Mo Rizvi,Help Zendesk shape the future of our UI Customization initiative,https://support.zendesk.com/hc/en-us/community/posts/6408397310362-Help-Zendesk-shape-the-future-of-our-UI-Customization-initiative,11/22/2023,"Hello Zendesk Community!As a Product Manager at Zendesk, I’m pleased to inform you that we're actively exploring new ways to enhance your experience by offering extensive customization options for the Agent UI. This initiative is focused on giving you the power to tailor the interface to better suit your workflow and preferences. Your feedback is crucial in this endeavor. We're eager to learn about your specific needs that align with your unique business identity and workflows.Areas of ExplorationWe are interested in gathering feedback and ideas on the following customization possibilities or other suggestions on ability to manipulate UI components that would enhance your experience:Field Label Customization: Change the labels of fields in terms of nomenclature, and formatting options like bold, underline, italics, etc.Field Size Adjustment: Modify the size of ticket fields to fit your data presentation needs.Spacing Customization: Alter the vertical spacing between ticket fieldsBrand Aligned UI: Customize the background color of any UI component to resonate with your company’s branding.Ticket Tab Customization: Choose what data appears in ticket tabs for more relevant and streamlined information access.Ticket Conversation Log Enhancement: Display custom data or events into the conversation log for a richer, more contextual timeline of interactions between end-users and agents.Ticket Subject customization: Change the formatting of ticket subject such as making it bold or change the font colorOther UI customizations: Any other UI customization you’d like to do that is not listed aboveHow to ParticipateWe invite you to share your thoughts, ideas, and any specific UI customization needs you might have. Your feedback will play a crucial role in shaping the future of Zendesk Support's UI.Join the Discussion: Post your ideas and suggestions in the comments below. Tell us about your unique scenarios where UI customization could make a significant difference in your workflow.Participate in Interviews: We will be conducting surveys and interviews to delve deeper into your needs. Please let us know if you’d be open to have conversations with the Product team and we will reach out to you!We’re looking forward to hearing about your needs and suggestions on how to best deliver UI customization features to you!Best,Mo RizviSr. Product Manager, Zendesk",Feedback - Ticketing System (Support)
Shawna James,Product feedback guidelines & how to write a good feedback post,https://support.zendesk.com/hc/en-us/community/posts/6207767532442-Product-feedback-guidelines-how-to-write-a-good-feedback-post,09/29/2023,"Welcome to the Product Feedback Topic for Zendesk's Ticketing System (Support)!No one knows our products better than you, our users. We love hearing about how you use our tools and what would make them better. This guide is here to help you understand how the product feedback process works, and how to write an effective feedback post. You may also want to check out this short video on giving product feedback at Zendesk.This topic is for product feedback about the ticketing system. Don't worry, if your post should be in another topic, the Zendesk Community Team will move your post to the correct topic.Here are a few guidelines on how to use the Product Feedback topic, so that our Product team can effectively use and apply your feedback to our product planning process:Follow the Community Code of ConductFeedback and constructive criticism are welcome. Disparaging, harassing, mean, or snarky remarks about Zendesk, its employees, vendors, partners, or other community members will not be tolerated. We’re all friends and professionals, so let’s keep it polite. We don’t like having to remove comments, but we reserve the right to do so without warning in order to maintain a positive community experience for everyone.If it's a bug, contact supportThis topic is for sharing ideas about the product. If you're reporting an actual bug, you should contact Zendesk Customer Support so they can assist further.SEARCH before you postWe receive hundreds of feedback posts every month, so there's a good chance someone has already made a suggestion similar to yours. Keeping conversations in existing threads makes them easier for others to find, and helps keep the Community organized. Here's how to filter your search:Vote for suggestions you likeVotes do matter! See a post or comment you like or agree with? Use that up arrow! Feel like making a post that just says ""+1""? Please use the upvote button instead. Post a comment to share your detailed use case.Use the template: Give details, examples, and tell us about the problem you’re trying to solveOur Product Managers are problem solvers! The most helpful Product Feedback posts are the ones that describe the nature and scope of a problem. Please use the template that is auto populated in the description box. Crafted with our PM’s, this template is meant to address the essential questions and provide the most comprehensible information available. Try to share the following information in your post or comment:Feature Request SummaryUse CaseProduct limitation or missing featureBusiness impact of limitation or missing featureOther necessary information or resourcesHere is a template for feature requests that will auto populate when you create a new post with product feedback.It's much easier for us to address a suggestion if we clearly understand the context of the issue, the problem, and why it matters to you.Rest assured we will read your post, but we may not respondOnce you post in our community, your feedback will be logged and acknowledged by a product feedback specialist to let you know it has been received.Our Product Managers dedicate time each week in the community to read your comments, answer your questions, ask you questions about your feedback, and lead conversations around areas they’re focused on.That said, we simply can't respond to everything. (Remember what we said about hundreds of post per month? ...yeah. There just aren’t enough hours in the day!)Zendesk team members may engage in conversations, ask follow-up questions, or even start threads on topics they’re exploring. If your post or comment doesn’t receive a response, don’t worry. We’ve seen it, and we’ll let you know if and when we have any updates to share.Posts are not guaranteed a response, or inclusion in any product backlogs or roadmaps. This forum is simply for sharing your challenges and how you use the product, but it is not a case/resolution system.Our product teams have also committed to providing updates each quarter following their regular roadmap planning meetings. We’ll let you know what we’re incorporating into our roadmap, and what we aren’t.We don’t share timelinesOccasionally, we’ll share very general ideas of what is or isn’t on a roadmap, or roughly when you might expect to see something roll out. However, we do not share specific dates. Any timelines we share are not guaranteed and are subject to change without notice.There are situations where we aren't ready to share what we're up to or it's not reasonable for us to give specifics. While we are as up front as we can be, our roadmap is full of projects and we generally don’t provide timelines for new features or changes. If we do provide a timeline, know that it is subject to change.Post maintenance and archivingRequests that have been inactive (have not received a new comment) for 6+ months will be archived. These are retained internally and remain visible to product managers. This helps to keep the community navigable and helps us prioritize the requests that are most important to the largest number of users.This doesn't mean your idea was bad, or that it will never happen. It just means that it wasn't something that came up for a lot of users. Since we keep records, if the idea pops up again, we’ll aggregate those ideas behind the scenes and know when something keeps coming up.This also means that if there's an idea you like, be sure to stay active in that conversation!Comments that turn disparaging, mean, or are otherwise unhelpful to the conversation may be removed without warning. You're allowed to express frustration or dissatisfaction, just remember there are real people on the other side of the screen. Your boss and your neighbor can see these comments if they Google your name. So keep it civil and professional.Thank you for reading this and for understanding how we address suggestions. We value all feedback and we're happy to have a place to engage in these conversations.",Feedback - Ticketing System (Support)
Shawna James,Product Feedback + Feature Request Post Template,https://support.zendesk.com/hc/en-us/community/posts/6207781802138-Product-Feedback-Feature-Request-Post-Template,09/29/2023,"We have launched a new feedback form for your product feedback and feature requests. This format is meant to help our PM’s get the most information from you to better understand and log your requests. This format will be rolled out at the end of 2023 and will be enforced as a requirement for all new posts to be logged and/or responded to by product managers.Example:TITLE: Pizza Order ButtonPlease give a quick overview of your product feature request or feedback and note who in your org is affected by this issue [ex. agents, admins, customers, etc.]. (2-3 sentences)I would like to be able to order a pizza from my favorite restaurant directly by opening a Z2 ticket. This feature is currently affecting my agents because they are hungry and my customers because they are dealing with hungry and grumpy agents.What problem do you see this solving? (1-2 sentences)Agent team is working late and they are hungry, but the ticket queue is too high for any of them to leave and get pizza. This button would allow for a quick click, confirmation, and order without having to leave your desk. Customizable order templates for each employee would also be amazing!When was the last time you were affected by this lack of functionality, or specific tool? What happened? How often does this problem occur and how does this impact your business? (3-4 sentences)This problem happens on a daily basis. This is critical for our business as our agents get very hungry which affects their productivity and our customer satisfaction score.Are you currently using a workaround to solve this problem? (If yes, please explain) (1-2 sentences)Yes, my agents have to manually order pizza on their phones using a third party app.What would be your ideal solution to this problem? How would it work or function? (1-2 sentences)I would like to see an option to order pizza in the upper right hand corner of my screen, represented by a pizza emoji which, when I click it, will take me directly to an order form for my nearest pizza shop. It would be great if the system could remember my previous order and use that data to speed up the ordering process.",Feedback - Ticketing System (Support)
Sean L.,Feature Request: Missed Call Leg trigger ,https://support.zendesk.com/hc/en-us/community/posts/6542466380314-Feature-Request-Missed-Call-Leg-trigger-,12/28/2023,"Hi Team,It would be amazing to have a Missed Call Leg trigger. That sends an email/slack any time a call is missed and pushed to another associate. We are currently limited to call disposition which does allow us to see when contacts are missed by one agent and pushed to another.This will help us with coaching and associate time management.",Feedback - Ticketing System (Support)
DY,Trigger based on words,https://support.zendesk.com/hc/en-us/community/posts/6541875209242-Trigger-based-on-words,12/28/2023,"I'm trying to setup a new, custom trigger to automatically respond to new tickets with certain keywords in them. The hope is that we can automate some responses and reduce the number of frequently asked questions that agents have to manually respond to.However, my Trigger conditions aren't working the way that I'd expect. They're instead firing for ALL tickets instead of just those with the keywords.Meet ALL of the following conditionsTicket > Ticket is CreatedTicket > Comment Text Contains at least one of the following words delete, disconnect, remove, unsubscribe, uninstallTicket > Status is not SolvedActionsNotify by > User Email >>> Ticket > (requester and CCs)<Email subject><Email body>Ticket > Status >>> Solved",Feedback - Ticketing System (Support)
Abbey O'Connor,Easy Way to see History of Changes to Views,https://support.zendesk.com/hc/en-us/community/posts/6539231320858-Easy-Way-to-see-History-of-Changes-to-Views,12/27/2023,"Would love if Zendesk allowed you to see, within a view, the history of changes to a view, including what the change was, who made it, and when. I am not able to easily identify this information in the Audit Log and am not sure that the audit log drills down enough to show the detail I am looking for.",Feedback - Ticketing System (Support)
Juliana Pasti,CSAT no WhatsApp/Messaging,https://support.zendesk.com/hc/en-us/community/posts/6534938393370-CSAT-no-WhatsApp-Messaging,12/26/2023,Precisamos que WhatsApp/Messaging/Chat tenha pesquisa de CSAT incorporada no mesmo canal em que está acontecendo a interação. Não faz sentido levar o cliente para outro canal (e-mail) para responder à pesquisa. Isso prejudica demais o volume de respostas.,Feedback - Ticketing System (Support)
尻無浜 優,About ticket access privileges,https://support.zendesk.com/hc/en-us/community/posts/6531115320858-About-ticket-access-privileges,12/25/2023,"(Japanese follows)I have set access privileges to tickets by groups, but I think the specification is that when a CC or follower of another group is added to a ticket, access privileges are attached to the person in the another group.I would like to be able to control that specification in the settings. We have a use case where we do not want to show tickets to people outside the group.Thank you in advance.-----------------------------Japanese:いつもお世話になっております。チケットへのアクセス権限をグループで設定していますが、チケットに別グループのCCまたはフォロワーを追加すると、別グループの人へアクセス権限が付く仕様になっていると思います。その仕様を設定で制御できるようにして欲しいです。グループ外の人へチケットを見せたくないというユースケースがあるのです。よろしくお願いします。",Feedback - Ticketing System (Support)
Bobby (Robert) Engelhard,Ticket Statistics Request,https://support.zendesk.com/hc/en-us/community/posts/6525810959898-Ticket-Statistics-Request,12/26/2023,"Please give a quick overview of your product feature request or feedback and note who in your org is affected by this issue [ex. agents, admins, customers, etc.]. (2-3 sentences)In regards to the Ticket statistics section, can the numbers be hyperlinked to the appropriate survey tickets? This affects all agents.What problem do you see this solving? (1-2 sentences)The new Agent home still has the number count, but no longer hyperlinks to tickets so can't view the surveyed tickets any longer. The old dashboard used to have the number count for Good and Bad, in which you could click and it would then show the list of tickets.When was the last time you were affected by this lack of functionality, or specific tool? What happened? How often does this problem occur and how does this impact your business? (3-4 sentences)This problem occurs everyday. This is not a major impact to our business, but would be very helpful for our agents to view their Good and Bad ticket statistics to boost moral (Good) or use feedback to improve an agent's workflow (Bad).Are you currently using a workaround to solve this problem? (If yes, please explain) (1-2 sentences)Yes. This was previously available (and technically still is) via the old agent dashboard - https://drfirsthelp.zendesk.com/agent/dashboard?show=v1What would be your ideal solution to this problem? How would it work or function? (1-2 sentences)Ticket Statistics Good and Bad boxes will be hyperlinked so agents can click the number count and it load that specific ticket count criteria.",Feedback - Ticketing System (Support)
Anne-Flore Caire,Separate permissions on comment type and status synchronisation for sharing tickets with other support accounts,https://support.zendesk.com/hc/en-us/community/posts/6524285848730-Separate-permissions-on-comment-type-and-status-synchronisation-for-sharing-tickets-with-other-support-accounts,12/22/2023,"We want to interface our Zendesk account with another, but the main option doesn't suit our workflow. So, to share tickets with other support accounts, could you separate the ""Comment status and permissions"" field option to allow ""Make comments public and private"" and ""Do not sync status"".",Feedback - Ticketing System (Support)
Roy Landman,Create Sandbox with copied over tickets when using Custom objects,https://support.zendesk.com/hc/en-us/community/posts/6521128298266-Create-Sandbox-with-copied-over-tickets-when-using-Custom-objects,12/21/2023,"Please give a quick overview of your product feature request or feedback and note who in your org is affected by this issue [ex. agents, admins, customers, etc.]. (2-3 sentences)We want to use a sandbox with copied over ticket, this is currently not possible a when using Custom Objects (due to the dependencies), no notice or option to proceed copying tickets, the custom objects aren't copied anyway. This affects IT that isn't able to test an app or configuration in a non-production environmentWhat problem do you see this solving? (1-2 sentences)This is a crucial Enterprise function that is being blocked, I understand Custom Objects don’t work, but at least give us a workaround.When was the last time you were affected by this lack of functionality, or specific tool? What happened? How often does this problem occur, and how does this impact your business? (3-4 sentences)Continuously because there is no way around the issue atm.Are you currently using a workaround to solve this problem? (If yes, please explain) (1-2 sentences)NOWhat would be your ideal solution to this problem? How would it work or function? (1-2 sentences)When creating a sandbox with tickets, give a popup stating that the customer uses Custom Objects, due to architectural limitations, this cannot be included in the sandbox, give the customer the option to proceed and copy ticket without Custom objects (more of an acknowledgement/agreement). Or fix the initial issue",Feedback - Ticketing System (Support)
Carol Ferreira,"Zendesk Simplified Emails should allow the option ""showing user profile photos in emails"". ",https://support.zendesk.com/hc/en-us/community/posts/6520893831066-Zendesk-Simplified-Emails-should-allow-the-option-showing-user-profile-photos-in-emails-,12/21/2023,"Feature Request Summary:Zendesk Simplified Emails should allow the option ""showing user profile photos in emails"".Description/Use Cases:Channels > Talk and Email > Email > Show user profile photos in emails.If we use simplified emails, the profile picture doesn't appear in emails. I've reached out to support and they explained that this is an expected behavior.Business impact of limitation or missing feature:This is important for our team as an email sent by the ""Support Team"" doesn't express a good relationship with clients. It would be beneficial if we could have the Agent's name on the reply.Other necessary information or resources:I found other tickets about it but I'm not sure if there is a workaround. Can you also clarify if this is something the Product team will work to improve? Thankshttps://support.zendesk.com/hc/en-us/community/posts/6280514101786-Agent-s-profile-pictures-are-not-seen-in-the-emails-because-of-the-new-simplified-email-threading-https://support.zendesk.com/hc/en-us/articles/4408821667482-Showing-user-profile-photos-in-HTML-emailshttps://support.zendesk.com/hc/en-us/articles/4552860143514-Implementing-simplified-email-threading-for-email-applications#topic_k2s_jmt_gtb",Feedback - Ticketing System (Support)
John Hansen,Feature Request - Messaging Transcripts ,https://support.zendesk.com/hc/en-us/community/posts/6520647794202-Feature-Request-Messaging-Transcripts-,12/21/2023,"Hi,Please add a way to download full transcripts of messaging conversations. This was a feature in Live Chat so I'm not sure why it wasn't included.",Feedback - Ticketing System (Support)
Marius Gavril,Guided Mode collision detection sans Light Agents,https://support.zendesk.com/hc/en-us/community/posts/6516791574042-Guided-Mode-collision-detection-sans-Light-Agents,12/20/2023,"Guided Mode is great and efficient for how our team operates. One improvement suggestion that we had and came across recently is tied to how collision detection operates and how an actual agent can go through tickets.Right now, in the event that Light Agents are viewing a ticket, that ticket does not get served to the agent that's in Play Mode due to collision detection. It would be great if Guided Mode would bypass the presence of a Light Agent and still allow that ticket to be displayed for handling.",Feedback - Ticketing System (Support)
Carmen Stoica,Create a way to automate the process of setting someone in CC,https://support.zendesk.com/hc/en-us/community/posts/6513547511066-Create-a-way-to-automate-the-process-of-setting-someone-in-CC,12/19/2023,"When a customer writes us and CCs their team, we'd like to have a way to Reply back to everyone - the person who sent the email and everyone else they CC'd. At the moment this is a manual process our agents are required to take and it's subject to human error.",Feedback - Ticketing System (Support)
Rachel Devine,Ability to bulk delete Tags from all tickets including Closed tickets,https://support.zendesk.com/hc/en-us/community/posts/6513421096218-Ability-to-bulk-delete-Tags-from-all-tickets-including-Closed-tickets,12/19/2023,"I have found plenty of feature requests for the ability to bulk delete unwanted Tags, but none of them have been updated in several months. We have many Tags that we no longer need but are attached to closed tickets, and we don't want to go through each ticket individually to remove the tags. Is there a plan to add this ability to Zendesk or is there a workaround that isn't so manual?Thanks,Rachel",Feedback - Ticketing System (Support)
Kaleb Micklatcher,"Feature Request: Make ""Secure Attachments"" a per-attachment setting instead of a global setting",https://support.zendesk.com/hc/en-us/community/posts/6510143389210-Feature-Request-Make-Secure-Attachments-a-per-attachment-setting-instead-of-a-global-setting,12/18/2023,"Please give a quick overview of your product feature request or feedback and note who in your org is affected by this issue [ex. agents, admins, customers, etc.]. (2-3 sentences)I want to be able to send some attachments as ""secure"" and others normally. Currently, it is an all-or-nothing global setting. This affects agents and customers. Agents cannot attach non-sensitive helpful inline screenshots, for example. Also, customers must sign in unnecessarily for non-sensitive attachments. Customers also miss attachments often because they are not embedded into the email. However, we still need secure attachments as we do occasionally send sensitive data.What problem do you see this solving? (1-2 sentences)Agents would be able to send inline screenshots, customer experience would be streamlined when attachments are not sensitive.When was the last time you were affected by this lack of functionality, or specific tool? What happened? How often does this problem occur and how does this impact your business? (3-4 sentences)This likely happens at least once per day across our team. We would like to be able to send a screenshot or a non-sensitive attachment but don't bother because the customer would need to sign in to view it. There's a 50/50 chance the customer even sees the attachment link and a further 50/50 chance the customer even knows how to get into their account.Are you currently using a workaround to solve this problem? (If yes, please explain) (1-2 sentences)Occasionally we will just email the customer directly outside of Zendesk.What would be your ideal solution to this problem? How would it work or function? (1-2 sentences)As an agent, when I add an attachment, Zendesk should ask me if it should be sent securely or not. The global setting should be kept if Zendesk customers still want to enforce secure attachments. However, users with the setting off should be given the option to send attachments securely.",Feedback - Ticketing System (Support)
Ali Ryder,Need to launch widget differently on two pages,https://support.zendesk.com/hc/en-us/community/posts/6509814802842-Need-to-launch-widget-differently-on-two-pages,12/18/2023,"On my login page (when users are not logged in) I need to display a circle/square launcher icon. Once users are logged in, I need to use a custom launcher. This could be accomplished either by allowing two different web widgets for the same account, or it could be accomplished by allowing the launcher appearance to be customized via the installation code.Here's why. I am using other software that integrates with Zendesk: Userflow, which is designed for product tours, user onboarding, training, etc. One of the features it offers is a resource centre, which lives in the bottom right corner of the screen and integrates with Zendesk chat. There's a button in the resource centre that basically says ""launch chat."" Because it's launched by another thing, I need to use the custom launcher.But the resource centre is only present after somebody logs in - no point doing onboarding/training before a user is logged in, of course. I also need the chat web widget to display on the login page, so I can provide help if someone is trying to login and unable to do so. But there I need a launcher icon or nobody can access the chat.",Feedback - Ticketing System (Support)
Scott McClannahan,Allow basic dates (and relative dates) in Views,https://support.zendesk.com/hc/en-us/community/posts/6504521844250-Allow-basic-dates-and-relative-dates-in-Views,12/16/2023,"We need the ability to sort/filter views by date rather than ""hours since solved"". It is quite ridiculous that a system as robust as Zendesk doesn't offer this very BASIC functionality. For the past 6 years as a zendesk user, every month in order to view a simple list of ""tickets solved last month"", I have to login, edit the view, and calculate the ""hours since solved"" from the first of the month.The MAJOR problem with this is that ""hours"" can change as they day goes on, so unless I'm going to literally recalculate the hours since solved numbers all day long, it make this view extremely cumbersome to utilize - but I really have no choice!What we need is a simple filter for something like ""Date/Time created"" or ""Date/Time solved"" is BETWEEN StartDate and EndDate; and ideally this could support relative dates like ""last month"" or ""last year"" ...And yes I am aware the Explore offers this functionality but should I really pay for a premium product to get a basic feature like the ability to filter by DATES ??The last feature I posted (ability to merge organizations) only took ZD SIX LONG YEARS to implement ... here's hoping this one is much sooner.",Feedback - Ticketing System (Support)
Sebastian,Recognizing users via email domain does not work trustworthy,https://support.zendesk.com/hc/en-us/community/posts/6500404333338-Recognizing-users-via-email-domain-does-not-work-trustworthy,12/15/2023,"There is the possibility to assign users to an organization based on their email address TLD.However, that ONLY works for verified accounts. Which is by far not ensured.Now if we want to identify all emails coming from the AT police, we can create an organization that watches out for gv.at.In theory fine but police agents do not bother with filling out forms, they just send an email. So there is no verified Zendesk account in any case.It's also not possible to verify them manually, since requests will come in from new email addresses all the time.There should be an option in the organization setting to also accept users that are unverified.We need to act swiftly and different to certain agencies or companies, which is currently impossible.That should be a small fix for Zendesk but given the years Zendesk needed to even implement highly demanded requests like the raise of visible views, maybe someone else found a workaround for this. Via API and recognition of the TLD through liquid code or something like that, which can be put to use.Thank you!",Feedback - Ticketing System (Support)
Anatoly Cherenkov,Remember the collapsed state of Shared views section between the sessions,https://support.zendesk.com/hc/en-us/community/posts/6500166242970-Remember-the-collapsed-state-of-Shared-views-section-between-the-sessions,12/15/2023,"Use case:I have a few personal views that I use. I don't care about the shared view and keep the shared view section collapsed.Problem:When I start a new session (e.g., refresh the page or close the browser and open it again), Zendesk expands the collapsed Shared section. That moves my personal views away from the view. See screenshot.Proposal:Zendesk should keep the Shared view section collapsed on a new session if it was collapsed on the last session.",Feedback - Ticketing System (Support)
Jssica G BIGON,Enable automatic duplication of emails sent to more than one Zendesk recipient,https://support.zendesk.com/hc/en-us/community/posts/6495397043738-Enable-automatic-duplication-of-emails-sent-to-more-than-one-Zendesk-recipient,12/14/2023,"In my business it's common for an email to be sent with several emails registered with Zendesk in the ""To"" field.These are messages that concern everyone's activity and that demand attention.Currently in Zendesk, a ticket is only opened for the first email identified the others lose visibility of this message.It would be extremely important if we could create triggers that duplicate these emails to all boxes when identifying that several recipients are Zendesk email boxes, or another solution that ensures that everyone involved receives the message, just as happens in Outlook, for example.I'd be grateful if anyone has any suggestions that have already been made possible or can evaluate this improvement for the system.",Feedback - Ticketing System (Support)
Frdric Chofardet,Need to display the archived tickets into specific views,https://support.zendesk.com/hc/en-us/community/posts/6484959798426-Need-to-display-the-archived-tickets-into-specific-views,12/12/2023,HelloI absolutly need to display into the views of support module the archieved tickets and also the rated tickets archievedThxFred,Feedback - Ticketing System (Support)
Sascha Korinth,Element to jump to a selectable point in the tree structure (bot builder),https://support.zendesk.com/hc/en-us/community/posts/6483898554650-Element-to-jump-to-a-selectable-point-in-the-tree-structure-bot-builder-,12/13/2023,"I would like to have an option in the Bot Builder that allows me to jump to a selectable point in the tree structure, for example back to the beginning. This option should enable the user to clarify several questions while the bot is open.Our bot tree is configured in such a way that the user is asked at the end of the tree whether his problem could be solved or not. He is then given the opportunity to create a ticket, after which the survey ends.This problem occurs several times a day because the user either has several questions immediately or leaves the tab open in which the bot is open and then has another question later. Customers who are new to our software are affected by this. It is important to us that new customers have a positive user experience so that we don't lose them.Currently, the user must close and reopen the tab in which the bot is active if he has several questions (which is the only option I've found). That seems a bit too complicated and is not very intuitive.We would like to have an additional element in the Bot Builder that allows me to jump to a selectable point in the tree structure. This option would be great and would improve the user experience in the event that the user has a second or more questions.",Feedback - Ticketing System (Support)
