USER NAME,TITLE,URL,DATE,TEXT,FORUM CATEGORY
Kathy Amato,Emails in Sell not sending today - 12/14/2023,https://support.zendesk.com/hc/en-us/community/posts/6496590945434-Emails-in-Sell-not-sending-today-12-14-2023,12/14/2023,Has anyone else experienced that emails are not sending through Sell today? This is seriously disrupting our business.,Q&A - Sales CRM (Sell)
Rebecca Meyer,Tracking Lead Response Time - Min/hours,https://support.zendesk.com/hc/en-us/community/posts/6447545671322-Tracking-Lead-Response-Time-Min-hours,12/01/2023,"Curious how I can pull lead response time? Zendesk has article stating response time is paramount in the sales process, is there a way to track the time in minutes or hours from when the lead was entered until the first activity?",Q&A - Sales CRM (Sell)
Dan Temmer,Email disconnects daily,https://support.zendesk.com/hc/en-us/community/posts/6435601360794-Email-disconnects-daily,11/29/2023,"Since we have changed our email from one office365 account to another office365 account, zendesk disconnects 1-2 times a day. Please help",Q&A - Sales CRM (Sell)
Karz Insurance,Is Slido capable of creating basic info slides? I wish to stay away from using a slide integration.,https://support.zendesk.com/hc/en-us/community/posts/6334477739674-Is-Slido-capable-of-creating-basic-info-slides-I-wish-to-stay-away-from-using-a-slide-integration-,11/02/2023,"I have to give some basic information on the interactive slide components of my workshop using text and images.Slido, is this possible?I would prefer not to integrate with Google Slides because that solution necessitates the installation of the Google/Slido integration, the Chrome integration, and, of course, the need for a Google account (which won't work in some of my clients) for other team members who wish to facilitate an instance of the workshop!Could you assist me?I've just realized they'll either have Google or Microsoft Office, so a backup plan or alternative would be to create Google and PowerPoint slide versions of my workshop and make them available to users.",Q&A - Sales CRM (Sell)
sobiyaq m,Zendesk sell firehose api,https://support.zendesk.com/hc/en-us/community/posts/6312963336602-Zendesk-sell-firehose-api,10/31/2023,"Hi ,I am currently experiencing an issue with the Firehose API of Zendesk Sell. I have acquired the top position by hitting https://api.getbase.com/v3/collaborations/stream?limit=100&position=top, and I stored in it in DB which was obtained approximately 4 to 5 days ago.When I try to hit the api https://api.getbase.com/v3/collaborations/stream with acquired position,it results 410 error.I need to know the behaviour of this position. I kindly request assistance in resolving this matter.I hope someone can help me with this issue@Christopher Kennedy",Q&A - Sales CRM (Sell)
Timo Schneeweis,Einbindung google Tag Manager in zendesk sell Formular,https://support.zendesk.com/hc/en-us/community/posts/6301343390746-Einbindung-google-Tag-Manager-in-zendesk-sell-Formular,10/25/2023,"Hallo,wie ist es möglich, den google Tag Manager in zendesk sell Formular einzubinden?Besten Dank.Viele GrüßeTimo",Q&A - Sales CRM (Sell)
Casey,"Hide requests on ""My store requests"" page depending on ticket type",https://support.zendesk.com/hc/en-us/community/posts/6273646198170-Hide-requests-on-My-store-requests-page-depending-on-ticket-type,10/18/2023,"Hi ZD community,Hoping for some urgent assistance.Very high level, we want tickets submitted via certain forms and forwarded into Zendesk from specific email addresses to not appear in the ‘My store requests’ menu on our Help Center page. For context, we have two menu's for users; 'My requests' which shows a users requests, and 'My store requests' which shows their organisations requests:I found thiscommunity post where a community member suggested the below code solution:However I cannot get it to work correctly for us. Where do we place the closing {{/isn't}} in the following code:<tbody>     {{#each requests}}     {{#isnt type 'question'}}{{/isnt}}      <tr {{#is status 'closed'}} class=""request-closed"" {{/is}}>       <td class=""request-info requests-table-info"">        <a href=""{{url}}"" class=""striped-list-title"" title=""{{subject}}"">         {{#if subject}}          {{subject}}         {{else}}          {{excerpt description characters=50}}         {{/if}}        </a><!-- Visible on mobile -->        <div class=""requests-table-meta meta-group"">         <span class=""meta-data"">#{{id}}</span>         <span class=""meta-data"">{{date created_at timeago=true}}</span>         <span class=""status-label status-label-{{status}}"" title=""{{status_description}}"">          {{status_name}}         </span>        </div>       </td>       <td>#{{id}}</td>       <td>        {{#is ../current_filter.identifier 'my'}}         {{date created_at timeago=true}}        {{else}}         {{requester.name}}        {{/is}}       </td>       <td>{{date updated_at timeago=true}}</td>       <td class=""requests-table-status"">        <span class=""status-label status-label-{{status}}"" title=""{{status_description}}"">         {{status_name}}        </span>       </td>      </tr>     {{/each}}    </tbody>   </table>  {{/if}} </div>",Q&A - Sales CRM (Sell)
Jacob Esho,Microsoft Azure Monitoring Integration with Zendesk,https://support.zendesk.com/hc/en-us/community/posts/6272656169626-Microsoft-Azure-Monitoring-Integration-with-Zendesk,10/17/2023,I am looking for articles that provide if Zendesk can integrate with Microsoft Azure Monitoring to capture service health and create an Incident ticket.,Q&A - Sales CRM (Sell)
Jacob Bordelon,SellCRM Core API > Deals > What resources can be included ,https://support.zendesk.com/hc/en-us/community/posts/6258054255258-SellCRM-Core-API-Deals-What-resources-can-be-included-,10/13/2023,"Im using the Sell CRM to grab dealsGET https://api.getbase.com/v2/dealsThe api shows the parameterWhen I make a call using this parameter, It returns the following errorGET https://api.getbase.com/v2/deals?includes=contactsGET https://api.getbase.com/v2/deals/1?includes=contacts""error"": {  ""code"":""invalid_param"",    ""message"":""invalid request query parameter"",    ""details"":""The request query parameter 'includes/0' is malformed, missing, or has an invalid value (is not included in the list)""}It would be nice to see an example of this parameter and how it should be used.It would also be nice to see a list of available resources that can be included with dealsIve had no luck finding an explanation or example of this parameter being used.",Q&A - Sales CRM (Sell)
Cortiez,Term of use for Slido codes,https://support.zendesk.com/hc/en-us/community/posts/6252963248538-Term-of-use-for-Slido-codes,10/12/2023,"When setting up a slido, how long in advance can you do it to have a valid code?",Q&A - Sales CRM (Sell)
